Data;Czas;Ćwiczenie;Seria;Waga;Powt.;Uwaga;
31.01.20;21:51:54;Unoszenie ramion bokiem ze sztangielkami (siedząc);3;16;10;
31.01.20;21:53:44;Unoszenie ramion bokiem ze sztangielkami (siedząc);4;16;10;
31.01.20;21:54:44;Unoszenie ramion bokiem ze sztangielkami (siedząc);5;16;10;
31.01.20;21:56:50;Wyciskanie francuskie sztangielki jednorącz (siedząc);1;8;30;
31.01.20;21:58:30;Wyciskanie francuskie sztangielki jednorącz (siedząc);2;8;30;
31.01.20;22:01:04;Wyciskanie francuskie sztangielki jednorącz (siedząc);3;8;30;
31.01.20;22:03:09;Wyciskanie francuskie sztangielki jednorącz (siedząc);4;8;30;
31.01.20;22:04:26;Uginanie przedramion ze sztangą podchwytem (stojąc);1;25;10;
31.01.20;22:06:03;Uginanie przedramion ze sztangą podchwytem (stojąc);2;25;10;
31.01.20;22:08:11;Uginanie przedramion ze sztangą podchwytem (stojąc);3;25;10;
31.01.20;22:09:22;Uginanie przedramion ze sztangą podchwytem (stojąc);4;25;6;
01.02.20;15:20:19;Wspięcia na palce na maszynie (stojąc);1;55;10;
01.02.20;15:21:12;Wspięcia na palce na maszynie (stojąc);2;55;10;
01.02.20;15:22:34;Wspięcia na palce na maszynie (stojąc);3;55;10;
01.02.20;15:23:55;Wspięcia na palce na maszynie (stojąc);4;55;10;
01.02.20;15:24:58;Wspięcia na palce na maszynie (stojąc);5;55;10;
01.02.20;15:25:57;Wspięcia na palce na maszynie (stojąc);6;55;10;
01.02.20;15:28:38;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej, szeroki rozstaw nóg;1;50;8;
01.02.20;15:30:13;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;1;100;6;
01.02.20;15:34:51;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;2;120;10;
01.02.20;15:39:06;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;3;120;9;
01.02.20;15:41:15;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;4;120;8;
01.02.20;15:44:12;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;5;120;7;
01.02.20;15:45:45;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;6;120;4;
01.02.20;15:47:44;Uginanie nóg na maszynie (stojąc);1;10;5;
01.02.20;15:48:38;Uginanie nóg na maszynie (stojąc);2;20;10;
01.02.20;15:51:09;Uginanie nóg na maszynie (stojąc);3;20;10;
01.02.20;15:53:52;Uginanie nóg na maszynie (stojąc);4;20;10;
01.02.20;15:57:12;Uginanie nóg na maszynie (stojąc);5;20;8;
01.02.20;15:58:09;Prostowanie nóg na maszynie (siedzac);1;40;6;
01.02.20;16:00:06;Prostowanie nóg na maszynie (siedzac);2;40;6;
01.02.20;16:00:44;Prostowanie nóg na maszynie (siedzac);3;40;6;
01.02.20;16:01:19;Prostowanie nóg na maszynie (siedzac);4;40;6;
01.02.20;16:02:07;Prostowanie nóg na maszynie (siedzac);5;40;6;
01.02.20;16:02:47;Uginanie nóg na maszynie (siedząc);1;40;8;
01.02.20;16:03:17;Uginanie nóg na maszynie (siedząc);2;40;8;
01.02.20;16:03:59;Uginanie nóg na maszynie (siedząc);3;40;8;
01.02.20;16:04:55;Uginanie nóg na maszynie (siedząc);4;40;8;
01.02.20;16:05:49;Uginanie nóg na maszynie (siedząc);5;40;8;
02.02.20;15:40:21;Wyciskanie sztangi na ławce poziomej, szeroki rozstaw rąk;1;20;7;
02.02.20;15:41:32;Wyciskanie sztangi na ławce poziomej, szeroki rozstaw rąk;2;40;6;
02.02.20;15:43:08;Wyciskanie sztangi na ławce poziomej, szeroki rozstaw rąk;3;60;5;
02.02.20;15:47:39;Wyciskanie sztangi na ławce poziomej;1;65;8;
02.02.20;15:53:04;Wyciskanie sztangi na ławce poziomej;2;65;9;
02.02.20;15:55:54;Wyciskanie sztangi na ławce poziomej;3;65;7;
02.02.20;15:57:54;Wyciskanie sztangi na ławce poziomej;4;65;7;
02.02.20;16:02:22;Wyciskanie sztangi na ławce poziomej;5;65;7;
02.02.20;16:04:07;Wyciskanie sztangi na ławce poziomej;6;65;4;
02.02.20;16:07:59;Wyciskanie sztangi na ławce poziomej;7;65;4;
02.02.20;16:10:58;Wiosłowanie na maszynie leverage (siedząc);1;30;10;
02.02.20;16:12:27;Wiosłowanie na maszynie leverage (siedząc);2;60;10;
02.02.20;16:14:03;Wiosłowanie na maszynie leverage (siedząc);3;60;10;
02.02.20;16:16:48;Wiosłowanie na maszynie leverage (siedząc);4;60;10;
02.02.20;16:18:04;Wiosłowanie na maszynie leverage (siedząc);5;60;6;
02.02.20;16:19:30;Podciąganie podchwytem (średni rozstaw rąk);1;77,5;5;
02.02.20;16:22:51;Podciąganie podchwytem (średni rozstaw rąk);2;77,5;5;
02.02.20;16:24:38;Podciąganie podchwytem (średni rozstaw rąk);3;77,5;5;
02.02.20;16:28:29;Podciąganie podchwytem (średni rozstaw rąk);4;77,5;5;
02.02.20;16:32:20;Podciąganie podchwytem (średni rozstaw rąk);5;77,5;5;
02.02.20;16:33:52;Podciąganie podchwytem (średni rozstaw rąk);6;77,5;3;
02.02.20;16:34:47;Wyciskanie sztangi sprzed głowy (stojac);1;20;10;
02.02.20;16:36:16;Wyciskanie sztangi sprzed głowy (stojac);2;30;6;
02.02.20;16:39:41;Wyciskanie sztangi sprzed głowy (stojac);3;35;6;
02.02.20;16:43:33;Wyciskanie sztangi sprzed głowy (stojac);4;35;6;
02.02.20;16:46:55;Wyciskanie sztangi sprzed głowy (stojac);5;35;6;
02.02.20;16:53:21;Wyciskanie sztangi sprzed głowy (stojac);6;35;6;
02.02.20;16:58:11;Wyciskanie sztangi sprzed głowy (stojac);7;35;6;
02.02.20;17:02:11;Pompki, wąski rozstaw rąk;1;75;10;
02.02.20;17:03:56;Pompki, wąski rozstaw rąk;2;75;10;
